Count,ID,Name,URL,Description
43,137857547,前澤友作┃地球に戻りました,https://twitter.com/yousuck2020,宇宙/寄付/お金贈り/前澤ファンド/保護犬猫/殺処分ゼロ/現代アート/スーパーカー/骨董/ゴルフ/釣り/カップラーメン/ワイン/2021年12月8-20日 国際宇宙ステーション滞在/2023年dearMoonで月周回渡航予定/ ↓全活動リンクはURLから↓
42,307902310,任天堂株式会社,https://twitter.com/Nintendo,"任天堂からのお知らせや、ホームページの更新情報をお伝えします。
ご質問・お問い合わせにはお答えしておりませんのでご容赦ください。"
42,1164789009001766912,QuizKnock Games/クイズノックゲームズ【公式】,https://twitter.com/QuizKnockGames,"「限界しりとりMobile」や「人狼将棋」など、QuizKnockがリリースしたゲームアプリの最新情報をお伝えするQuizKnock公式アカウントです！ 
最新作の情報やアップデート、メンテナンスのお知らせなどはこちらで発信していきます。 お問い合わせは app.contact@quizknock.com へ"
41,883876370698256384,砂川信哉,https://twitter.com/sngw22,SASUKEや東大王やポケんちにたまにいます。ご依頼・お問い合わせ→https://t.co/ZxmLJdhNo6 ウマ娘ID→ 854958530718
40,155207733,花江 夏樹,https://twitter.com/hanae0626,猫botです。（声優）
38,711566763788357634,でんがん 🍮,https://twitter.com/dengan875,はなおでんがんチャンネル 相方→@hanao87_0 県立芦屋→大阪大学 教育関係の方々や個別での仕事もサブ垢→@dengan_subのDMでご連絡お願い致します。動画で面白さと勉強の楽しさなどを伝えていきたいです。あと僕の経験も。日常でんがんというチャンネルもたまに動かします。嵐ガチ勢 4/13嵐ライブ参加わず
38,115639376,ローソン,https://twitter.com/akiko_lawson,【Lawson Japan official Twitter】 ローソンクルー♪あきこです(^^)最新情報をマイペースでお知らせします。 ※なりすましアカウントにご注意ください。公式アカウントには認証済みバッジがついておりIDは @akiko_lawson です。
37,760428449869598720,東大王【次回👉🏻2月2日(水)2時間SP🐱】,https://twitter.com/toudaiou_tbs,毎週水曜よる7時！新生「東大王」チームに知識自慢の猛者たちがぶつかり合う大型クイズ番組!! MC ヒロミ・山里亮太 TBS系（一部地域を除く） #東大王 https://t.co/J2kk7t4wXz
36,58794150,米津玄師　ハチ,https://twitter.com/hachi_08,Kenshi Yonezu https://t.co/qjZOsWiMq7
36,89142182,ファミリーマート,https://twitter.com/famima_now,ファミリーマート公式twitterアカウントです。宣伝部 日々野優がファミマのおすすめ情報などをお届けします！どうぞ宜しくお願い致します。 ☆店舗、商品に関するお問い合わせは下記の窓口へお願いします。https://t.co/JGzSxD0Udu
34,104388107,河野太郎,https://twitter.com/konotarogomame,衆議院議員 湘南ベルマーレ元代表取締役 湘南国際マラソン大会会長 https://t.co/8vqXuhoXmD @konotaromp for tweets in English.
34,2656582075,少年ジャンプ編集部,https://twitter.com/jump_henshubu,週刊少年ジャンプ公式アカウントです。編集部員がジャンプの最新情報をゆるーく発信していきます。よろしくお願いします！
33,799629701601837056,鬼滅の刃公式,https://twitter.com/kimetsu_off,週刊少年ジャンプ誌にて連載！ テレビアニメ「鬼滅の刃」遊郭編 12月5日（日）より放送中。純和風剣戟譚「鬼滅の刃」の公式アカウントです。鬼滅の刃に関する諸情報を発信していきます。よろしくお願いします。
33,184004752,マクドナルド,https://twitter.com/McDonaldsJapan,日本マクドナルド公式アカウントです。
33,1181863232228610048,『呪術廻戦』アニメ公式,https://twitter.com/animejujutsu,TVアニメ『呪術廻戦』の公式Twitterです。『劇場版 呪術廻戦 0』大ヒット上映中！TVアニメシリーズは、Blu-ray＆DVD好評発売中！／各動画配信サービスで配信中！推奨ハッシュタグ：#呪術廻戦 #劇場版呪術廻戦0 ※原則個別リプライは行なっておりません。
33,1178872236351971328,YOASOBI,https://twitter.com/YOASOBI_staff,小説を音楽にするユニットYOASOBIです。music:Ayase(@Ayase_0404) / vocal:ikura(@ikutalilas) songs:https://t.co/On71xU4l58
32,1401587503,松本人志,https://twitter.com/matsu_bouzu,所属事務所：吉本興業 コンビ名：ダウンタウン 血液型：Ｂ型
32,2929136138,Ado,https://twitter.com/ado1024imokenp,アドです。niconico：https://t.co/eBQRf5fEit YouTube : https://t.co/Pll2paZee0 イラストは「#Adoart」DMは事務所が管理しています。contact→ info@cloud9pro.co.jp
32,2173047390,てつや【東海オンエア】12/18初エッセイ「天才の根源」極限ver.発表📖,https://twitter.com/TO_TETSUYA,10月30日生まれ。 UUUM所属。オレンジ色のリーダー。カリスマ。器用。東海オンエアのインスタ王。初エッセイ「天才の根源」12/18発売！予約受付中！https://t.co/ssL314ZZTT
31,99853725,Eve,https://twitter.com/oO0Eve0Oo,https://t.co/sSlZhSRFLu
31,1103229230567968768,紀野 紗良,https://twitter.com/sakuramochisara,TBS『東大王』/道産子/Instagram▶︎ https://t.co/NtNGOgX7ea /DMはお返し出来ませんが有難く拝見しております/お仕事の依頼等はsakurarah.k@gmail.comまでよろしくお願いいたします
30,2377035565,橋本環奈,https://twitter.com/H_KANNA_0203,22歳 https://t.co/Vc4BhV8zSA
30,2272593702,虫眼鏡【東海オンエア】,https://twitter.com/TO_ZAWAKUN,UUUM所属のYouTuber。東海オンエアの控え室編集長。個人チャンネル｢虫眼鏡の放送部｣もほそぼそと運営しております。『東海オンエアの動画が6.4倍楽しくなる本 虫眼鏡の概要欄』累計14万部突破！岡崎市公認「岡崎観光伝道師」です。⚡さあ千代に八千代にやっちゃおうぜ⚡
29,1964452098,しばゆー【東海オンエア】,https://twitter.com/TOKAI_ONAIR,YouTube サウナ ガソリンスタンド
29,885935041842249728,やまもり / QuizKnock,https://twitter.com/ayac__,山森彩加 / @QuizKnock / 2017.08~ QuizKnock編集部 @QuizKnock_Web 2020.04~ 副編集長 https://t.co/tGP0QUMtQX / 東京理科大学卒 / 地図モノマネをします（アイコンは麻生区） / いんすた▷https://t.co/953js9IZpv
29,268758461,まふまふ＠紅白歌合戦,https://twitter.com/uni_mafumafu,何でも屋です。ねむり After the Rain/merise運営 ▶️YouTube https://t.co/rJzDs0Uz9d ▶️Nico https://t.co/YjW4JcXTAN… #まふあーと
29,695317713233661952,はなお @🍅おかえりトマおくん🍅,https://twitter.com/hanao_sakebu,はなおのめいん1つ目です。これをフォローしてる人は中々のお通じです。DMはどんな文章をも読んでおりません🙈もうすぐ完結 第3次裏垢→@hanao_utau
29,2272511066,としみつ【東海オンエア】1/23新宿ワンマンLIVEマン,https://twitter.com/TO_TOSHIMITSU,セカンドアルバム『THE BEST2』発売中。TTJ。青春原盤制作人。6人組YouTuber。緑色。UUUM所属。お歌。サウナ。陸番隊隊長インスタｧ! https://t.co/a4T0LTJl8U
29,91081573,一番くじ（BANDAI SPIRITS）,https://twitter.com/ichibanKUJI,"「一番くじ」公式アカウント。新商品&キャンペーン情報をお届けします！個別のお問い合わせには対応しておりません。  
Instagram⇒https://t.co/Vor0h8nJ37 
facebook⇒https://t.co/nGwUZemVaT"
28,219867859,スターバックス コーヒー,https://twitter.com/Starbucks_J,こんにちは。スターバックスの公式アカウントです。お店と同じ心地よい場所にしたいと思っています。パートナー2名で担当しておりお返事しきれないこともあると思いますがご理解ください。なお、店舗・商品などのお問合せは、お客様相談室0120-336-388（10:00-18:00 年中無休）でお受けしております。
28,87027640,"ひろゆき, Hiroyuki Nishimura",https://twitter.com/hirox246,"Howdy?

https://t.co/GYbfFaNFol

新刊『１％の努力』発売中。
https://t.co/xjBG5rRoAR"
28,983702503538610176,ぴろまる【積分サークル】,https://twitter.com/piro_integral,ぴろっどうもぴろまるです！よろしくね 👾 YouTuber / インスタ ( https://t.co/kyE3MGplyu ) / サブアカ ( @piro__integral )
28,1059457329710526465,呪術廻戦【公式】,https://twitter.com/jujutsu_PR,週刊少年ジャンプで連載中『呪術廻戦』（作／芥見下々）の公式アカウントです。コミックス0～18巻・公式ファンブック・小説2巻発売中！『劇場版 呪術廻戦 0』今冬劇場公開決定🤞 #呪術廻戦 #JujutsuKaisen |⚡アイコン壁紙 https://t.co/FgJ9e87Ovy |📱LINEスタンプ https://t.co/nwnFE0rFr2
28,129471863,キヨ,https://twitter.com/kiyo_saiore,最俺です。サッカーと女優さんが大好きです⊿ 【YouTubeもやってまする→https://t.co/M2G1Ca630B】【インスタ→https://t.co/VGRhuAb1Kg】【 何かありましたら→saiorenraku@yahoo.co.jp】
28,2272500216,りょう【東海オンエア】,https://twitter.com/TO_RYOO,uuum所属のYouTuber。青色。愛知県岡崎市公認『岡崎観光伝道師』です。カフェも作りました。【HP】https://t.co/wE5zrcmiE2
27,997497653549088768,∫ すん Συν dx🍋🍋🍋 はぅんsometimesはぁん 'Aυν with Bose,https://twitter.com/sun_sekibun,大阪大学積分サークルのすんです！！  &はなおでんがんチャンネル・株式会社ほえい インスタはこちら→ https://t.co/s8wtIKNjpK
27,2380691000,梶裕貴 Yuki Kaji,https://twitter.com/KAJI__OFFICIAL,声優 https://t.co/MrCxq8Ktue「#進撃の巨人」エレン・イェーガー「#からかい上手の高木さん」西片「#ワールドトリガー」三雲修「#王様ランキング」ダイダ「#ゼンカイジャー」ガオーン「#バイオハザード」レオン「#DCTitans」「#映画ドラ」「#ゴーストバスターズ」
27,2888006497,Splatoon（スプラトゥーン）,https://twitter.com/SplatoonJP,『スプラトゥーン』公式総合アカウント。イカ研究所の調査報告（ゲーム情報）やお知らせをお伝えします。ご質問・お問い合わせにはお答えしておりませんのでご容赦ください。最新作の『スプラトゥーン3』は2022年発売予定。 ※イカ研究所は実在の人物、団体とは一切関係ございません。
26,2582637362,堀越耕平,https://twitter.com/horikoshiko,僕のヒーローアカデミアという少年漫画を描いています。よろしくお願いします。
26,848450138,どうぶつの森,https://twitter.com/doubutsuno_mori,「どうぶつの森」の公式アカウントです。ゲームの内容や最新情報を発信していきます。ご質問・お問い合わせにはお答えしておりませんのでご容赦ください。
26,2422224330,河野玄斗,https://twitter.com/gengen_36,東大医学部卒。司法試験&医師国家試験合格。CPA学院生。頭脳王3度優勝。『ring』アプリ大賞最優秀賞受賞。『シンプルな勉強法』累計12万部突破｜お仕事依頼はこちら→okamoto@teamikuko.com (岡本)
26,965760241169088512,葛葉,https://twitter.com/Vamp_Kuzu,超リッチな人のヒモになりたいVtuber 葛葉 ( くずは ) です。 養ってくれる石油王探してます。┆#KuzuVtuber ┆サブ垢 @Vllexceed┆official HP https://t.co/gCtqtv2gJy ┆ マシュ https://t.co/yhX6Mja7od ・ｗ・
26,1335850917258641409,スタジオジブリ STUDIO GHIBLI,https://twitter.com/JP_GHIBLI,スタジオジブリ公式Twitterです。作品情報や、スタジオのこぼれ話などをお伝えしてゆきます。Official Twitter account of Studio Ghibli.
26,1020970696350916608,おってぃ(ー)【積分サークル】,https://twitter.com/ot_integral,"積分サークルのおってぃーです！
/クソ企画コウアナイザー/積分サークルチャンネルはこちらから。"
25,2854597802,ゆめまる【東海オンエア】,https://twitter.com/TO_yumemarucas,こんにちは、ゆめまるだよ。
24,950967576980422657,にじさんじ公式🌈🕒,https://twitter.com/nijisanji_app,VTuber / バーチャルライバーグループ「にじさんじ」の公式アカウントです！🌈🕒にじさんじの配信やイベント、グッズなどの最新情報をお届けします。個性溢れるにじさんじライバーをぜひ応援してください！ファンアート▷#NIJIArt
24,883049179576098817,ヨビノリたくみ😬,https://twitter.com/Yobinori,教育系YouTuber/登録者84万人/元学術振興会特別研究員(DC1)/元予備校講師/『ドラゴン堀江』数学講師/フリーランス/公式HP https://t.co/15L7yStyCa /動画編集担当やす→(@Yasu_Yobinori)/コラボやお仕事のご依頼はyobinori.official@gmail.comまで
24,964000404,シルクロード【Fischer's】,https://twitter.com/RytoSle2,YouTuber「フィッシャーズ」リーダー/登録者700万人 再生回数130億回 ｱｼﾞｱ部門ｱﾜｰﾄﾞ 再生世界9位 ギネス記録 小説「全力少年ドモラ」発売中！  個人チャンネル→ https://t.co/ofUQJJVgro
24,114446939,有吉弘行,https://twitter.com/ariyoshihiroiki,穏やかに。。。
23,186391545,田村正資,https://twitter.com/kaiseitamura,尸体在说话「ミチコは私のキスとあなたの苦しみの子ども」
23,925751113885745152,Shiga Reita 志賀玲太,https://twitter.com/Petzvaled,"たまにはあなた以前のことも思い出してよ
@QuizKnock (2017.6-) ディレクターetc. QuizKnockについての質問・お問い合わせは https://t.co/1vKQQ0bd9o まで"
23,1034988269920866304,Yoshida(QuizKnock),https://twitter.com/Yoshida_qk,東京大学大学院1年/QuizKnock（@QuizKnock）ライター・記事編集（2018.2.1～）/質問・お問い合わせは https://t.co/42LlBj9UnCまでお願いいたします。 #本日のオヤスミナ
23,988101299106267138,叶@にじさんじ,https://twitter.com/Kanae_2434,奇跡を味わい尽くそう。 #ロジクールG公認サポーター
23,119076814,杉田智和/アジルス,https://twitter.com/sugitaLOV,長靴に吐いた猫
23,276033275,江口拓也（えぐちたくや）,https://twitter.com/egutakuya,声優やってます。よろしくお願いします！ LINEスタンプ→ https://t.co/Anbxg5vwXy
23,1070960596357509121,原神（Genshin）公式,https://twitter.com/Genshin_7,"PS5・PS4・iOS・Android・PC向け新世代オープンワールドRPG『原神』公式Twitterアカウントです。最新情報をツイートします！
#原神 #Genshin #miHoYo"
23,970692564096499712,剣持刀也⚔️にじさんじ,https://twitter.com/rei_Toya_rei,にじさんじ所属のバーチャルライバー剣持刀也です あなたは誰ですか？ お問合わせ先はこちら https://t.co/ggscvcZqZt
22,1339136499216916480,猪俣 大輝,https://twitter.com/inomata_hiroki,灘中高→東京大学法学部3年（21）大阪生まれ TBS『東大王』
22,2507536920,ンダホ【Fischer's】,https://twitter.com/ndahoFischers,✨🇯🇵単独チャンネル再生日本一🇯🇵✨130億回再生突破🎉 葛飾出身同級生YouTuber軍団フィッシャーズのンダホです‼️ チャンネル登録718万人📸✨世界9位🏆 しりとりを救う男。イクメンオブザイヤー受賞🏅 👕→@fuzakefactory🌟⚾️🐴
22,978442914693959680,浜辺美波,https://twitter.com/MINAMI373HAMABE,浜辺美波official account/21歳/ https://t.co/PD6bq7zAw2新1月期フジテレビ系月10ドラマ『ドクターホワイト』1月17日放送開始/映画『やがて海へと届く』2022年4月1日公開予定/映画『シン・仮面ライダー』2023年3月公開予定
22,1090060469606338561,Ayase,https://twitter.com/Ayase_0404,VOCALOID creator / YOASOBI composer (@YOASOBI_staff) インスタ→https://t.co/BUSjVjH5zE サブスク→https://t.co/al3d46SsfM メール→ayaseofficial@gmail.com
22,2555247516,マサイ【Fischer's】,https://twitter.com/MASAI_Fischers,ʅ(◔౪◔)ʃ
22,423644055,リュウジ@料理のおにいさんバズレシピ,https://twitter.com/ore825,料理研究家/株式会社バズレシピ代表取締役 YouTube登録259万人 Instagram登録127万人  公式LINE登録31万人 TikTok登録9万 総フォロワー約620万人 第7回レシピ本大賞受賞 世界一受けたい授業 ヒルナンデス出演 著書累計110万部 お仕事の依頼は→bazurecipe@gmail.com
22,1002342365695078401,社築🖥,https://twitter.com/846kizuQ,にじさんじ所属ハッカ隊☘️SEの社築（やしろ きずく）です。INF皆伝96% https://t.co/Zvu3UxzWyo サブ垢:@monooki_okimono お問い合わせ先→ https://t.co/wgpU5stKa7
22,985783965922377729,わが🎧,https://twitter.com/waga_integral,YouTuber / はなおでんがん / 積分サークル / 大阪大学 / Red Bull Lover / スバリスト / Instagramフォローよろしくお願いします😘 お仕事の依頼は hndikizi@gmail.com まで
22,118428640,中村悠一,https://twitter.com/nakamuraFF11,わしゃがなTV https://t.co/pZ2pbYb758
21,997758565375918080,さるえる🐧,https://twitter.com/sarrouel_intera,YouTuber 積分サークル さるえるホールディングス 何でも屋 お仕事のご依頼はこちらにお願いします。sarrouel.holdings@gmail.com
21,3279668144,幾田 りら,https://twitter.com/ikutalilas,いくたりら シンガーソングライター@lilastaff_ ／YOASOBIボーカルikura @YOASOBI_staff／インスタ(https://t.co/Azm4Xgxikk)／ お仕事のご依頼は(@lilastaff_)まで*
21,132355708,セブン‐イレブン・ジャパン,https://twitter.com/711SEJ,セブン-イレブン公式アカウント。※店舗商品のお問合せは下記窓口へお願い致します　https://t.co/dq7LZuPHpq 0120-711-372(月〜金9:30～17:00) ソーシャルメディアの利用規約　https://t.co/F5XEgp34i9
21,1162557335316811776,伊藤七海,https://twitter.com/nanaumi110,東京大学教育学部4年
21,1167010648410091520,ARASHI,https://twitter.com/arashi5official,嵐 公式 Twitter ｜ARASHI Official Twitter
21,1144142348873392129,黛 灰(まゆずみ かい)@にじさんじ,https://twitter.com/mayuzumi_X,どーも。にじさんじ所属、ホワイトハッカーの黛灰。どーぞよろしく。 配信タグ:#ライブハック イラスト:#灰画 RT用アカウント:@BBash_shell 親代わり:@1ji9_1109 同期:ぶるーず（アルス・アルマル、相羽ういは）問い合わせ先:https://t.co/feYHUa2iXg
21,94322333,天月-あまつき-,https://twitter.com/_amatsuki_,どこまでも届くように歌います。 / 声優「ホーリーピーク 」/ Streamer「CrazyRaccoon」所属 /お仕事依頼はHPへ Youtube ( https://t.co/NrMpFn0aid ) サブ (https://t.co/YT4pPGsHiR) info(@amatsuki_info)
21,188233441,ケンタッキーフライドチキン🍗,https://twitter.com/KFC_jp,KFC公式アカウントです🍗 新商品の情報や、キャンペーン、KFCにまつわる裏話などをツイートしております。
21,856135825,小野賢章,https://twitter.com/ono_kensho,小野賢章、役者、雲水、ますます伊予市ふるさと観光大使 https://t.co/qNHalhCIA8
21,17306975,ライブドアニュース,https://twitter.com/livedoornews,国内・海外のニュースや芸能情報、ネットで話題の小ネタまで、幅広いジャンルのニュースをいち早くお伝えします。 ■特集・インタビューhttps://t.co/N2sQK2czYN ■公式アプリhttps://t.co/W0YI6EaTWD
21,2920764931,水上颯,https://twitter.com/sou_mizukami,『東大王』に出演しています。ご連絡はso.mizukami@gmail.com、またはオフコースマンcontact@of-course-man.comへお願いします。
21,1067021869805559809,【公式】ディズニー ツイステッドワンダーランド,https://twitter.com/twst_jp,"新作スマートフォンゲーム『ディズニー ツイステッドワンダーランド』の公式アカウントです。
当アカウントでは開発中のゲームの最新情報をお知らせします。
※当アカウントは株式会社アニプレックスが運営しています。"
21,1570086542,中川翔子🐯,https://twitter.com/shoko55mmts,猫とゲームとアニソンがすき❤️YouTubeチャンネル中川翔子のヲ❣️2025万博マスコット選考委員🔥中野ブロードウェイ50周年名誉館長🐈⭐️ラプンツェル⭐️ mmts 🐈‍⬛https://t.co/yFgFZRCf1Q
21,1227933728,からめる,https://twitter.com/purinharumaki,"ゲェー！！＞🦆

🐳Youtube【 https://t.co/SXuoyyxedo 】
🐟LINEスタンプ【 https://t.co/6CfxUYgOcO 】
🐠グッズとか【 https://t.co/IjunB3N7s0 】
🐡メール【 karameru.work@gmail.com 】"
21,1012211447160455170,笹木咲🎋,https://twitter.com/saku_sasaki,vtuber🐼💗笹木咲やよ〜。tag ▷ #笹の絵 #笹らいぶ 📮 ▷ https://t.co/OpTElVunm8
20,769070659943235584,ウマ娘プロジェクト公式アカウント,https://twitter.com/uma_musu,"ウマ娘プロジェクトの公式アカウントです。
ゲームやＣＤ、イベント新情報などをお届けしてまいります！公式ハッシュタグ→ #ウマ娘"
20,921065011367223296,∫ はしけん @G,https://twitter.com/hskn_integral,"積分サークル/ツッコミ偽陽キャ/現役大学院生/インスタhttps://t.co/D31DXFkXIm /ゲーム配信/ポケモン/アモアス/謎解き/その他なんのゲームでも！/#はしけん家/FA,切り抜き #はし展"
20,3969691152,"僕のヒーローアカデミア ""ヒロアカ""アニメ公式",https://twitter.com/heroaca_anime,"TVアニメ第6期2022年秋放送開始! 「週刊少年ジャンプ」（集英社）で連載中、堀越耕平原作による「僕のヒーローアカデミア」""ヒロアカ""のアニメ公式アカウント推奨ハッシュタグ：#heroaca_a #ヒロアカ ※原則個別リプライは行っておりません。"
20,1386219059612553216,岡本沙紀,https://twitter.com/oka_moto_sa_ki,"@IOLingjapan , @Masason Foundation, @toudaiou_tbs"
20,983917124648255490,2ちゃんねる迷言集,https://twitter.com/mg2b5,
20,468122115,安倍晋三,https://twitter.com/AbeShinzo,衆議院議員安倍晋三（あべしんぞう）の公式twitterです。
20,1003730852,Fischer's-フィッシャーズ,https://twitter.com/FischersHome,中学3年の頃「楽しい事」や「思い出」を動画にすることから始まった、古くて幼稚園、同い年の同級生6人組の思い出系ネットパフォーマーです。YouTubeで活動中！動画が公開されたり、なにかお伝えする情報があるたびにツイートされます。決まり文句は「それでは皆さんせ～の、アデュー！」2010年02月25日結成😆
20,1934010613,アニメ「ハイキュー!!」,https://twitter.com/animehaikyu_com,"アニメ「ハイキュー!!」公式アカウントです。
『ハイキュー!! TO THE TOP』Blu-ray & DVDシリーズ好評発売中！"
20,920289838602919936,東京卍リベンジャーズ【公式】,https://twitter.com/toman_official,講談社「週刊少年マガジン」にて連載中のマンガ『東京卍リベンジャーズ』（卍は読みません）の公式アカウントです👊 #東リベ #東卍／TVアニメ公式⇒@anime_toman／実写映画公式⇒@revengers_movie／ファンアート⇒＃東卍FA／LINEスタンプ⇒https://t.co/oKpuS19TLa
19,1903428362,すしらーめん《りく》,https://twitter.com/sushi_riku,トプ画で死角から水ぶっかけられて顔が歪んでる人だよ！22歳/大学生/YouTuber 好奇心旺盛にデンジャラスな動画を作ってます。”野望”は月面で体力測定して無双することです！気軽に友達感覚で接してね！https://t.co/zl63V5f9np…
19,1355525189740584965,のえりん,https://twitter.com/8_308_3,はなおでんがん / 株式会社ほえい / 個人チャンネル https://t.co/3oEYkh9089 / インスタ https://t.co/8zSt49Qpvt
19,1184354588213698561,不破湊🥂✨,https://twitter.com/Fuwa_Minato,にじさんじ所属バーチャルホストの不破 湊（ふわ みなと）です。 #フワミナイト #絵スコート #不破狂
19,2309594587,葉一/はいち🍀とある男が授業をしてみた🍀次回の自習室は未定です！決まり次第連絡します！,https://twitter.com/haichi_toaru,【登録者165万人】YouTubeで授業動画をupしている人。無所属でまったりやってます。長年の夢だった情熱大陸に出させて頂きました(R2/11/29) 。DMの返事はしておりません。プロセカ練習中。仕事等の問い合わせ先→ haichi_4_leaf@yahoo.co.jp
19,3255473401,ABEMA(アベマ),https://twitter.com/ABEMA,"新しい未来のテレビ #ABEMA(アベマ) 公式アカウント。国内唯一の 24 時間編成のニュース専門チャンネル、オリジナルのドラマや恋愛番組、アニメ、スポーツなど、多彩なジャンルの約20chを24時間365日放送中。
国内最大級の30,000エピソード以上を、いつでもどこでも好きな時に楽しめます。"
19,509722453,SEIKIN (セイキン),https://twitter.com/SeikinTV,［YouTuber / シンガーソングライター］動画作りをしています。曲も書きます。兄弟音楽ユニット［HIKAKIN & SEIKIN］作詞作曲担当。Instagram、TikTok、お問合せはこちら➡︎ https://t.co/nDZDqr5p0M
19,53949113,そらる,https://twitter.com/soraruru,歌うのが好きです After the Rain（@ATR_info） HP（https://t.co/rnProkcCrA） youtube（https://t.co/GzK4EGM1vX) 隠れ家（https://t.co/BDpwAkDsHT） info（@soraru_info） #そらるの絵　@merise_vt
19,324391547,アボガド6,https://twitter.com/avogado6,化学が好きな一般人です。映像作品とか創ってます。http://t.co/ipBsbge0ll
